customer_id,age,geography,billing_preference,vulnerability,tenure_months,payment_method,product_broadband,product_tv,product_voice,product_tier,contract_lifecycle,average_monthly_spend,contact_frequency_pre_migration,number_of_complaints,number_of_faults,late_payments,missed_payments,number_of_calls_post_migration,churn_after_migration,change_in_spend,change_in_products
CUST009536,74,Rural,Large Font,No,81,Card,0,1,0,Copper,Out of Contract,46.1,2,0,2,1,0,7,0,12.65,-1
CUST009537,40,Suburban,Paperless,No,8,Direct Debit,0,1,1,Fibre,In Contract,42.96,5,2,3,0,0,5,0,24.67,0
CUST009538,39,Suburban,Paperless,No,163,Direct Debit,1,1,1,Fibre,In Contract,54.52,2,1,2,1,0,1,0,10.13,0
CUST009539,51,Urban,Standard Paper,Yes,24,Direct Debit,1,0,0,Copper,Out of Contract,30.59,2,0,0,0,0,0,1,-12.03,0
CUST009540,45,Suburban,Paperless,Yes,3,Cash,1,1,1,Fibre,In Contract,113.55,2,0,0,0,0,3,0,22.49,0
CUST009541,56,Urban,Paperless,No,81,Direct Debit,1,1,1,Fibre,In Contract,88.49,3,0,0,0,0,1,0,0.61,0
CUST009542,59,Suburban,Paperless,No,36,Card,1,1,0,Fibre,Month to Month,37.7,2,2,0,0,0,1,0,-7.35,0
CUST009543,40,Suburban,Standard Paper,No,179,Card,1,1,1,Fibre,In Contract,128.73,4,0,2,0,0,3,0,7.39,0
CUST009544,19,Urban,Standard Paper,No,104,Direct Debit,1,1,1,Copper,Out of Contract,13.26,4,0,0,0,0,2,1,11.43,0
CUST009545,41,Rural,Paperless,No,81,Direct Debit,1,0,1,Copper,In Contract,68.99,2,1,2,0,0,0,0,14.41,0
CUST009546,34,Suburban,Paperless,No,185,Cheque,1,1,0,Fibre,In Contract,283.52,5,0,2,1,1,7,0,-1.5,0
CUST009547,82,Urban,Paperless,No,59,Direct Debit,0,0,1,Fibre,In Contract,39.55,1,0,0,0,1,1,1,-1.95,0
CUST009548,77,Rural,Paperless,No,94,Direct Debit,1,1,1,Fibre,In Contract,69.69,1,1,0,0,0,1,0,32.64,-1
CUST009549,67,Urban,Standard Paper,No,217,Direct Debit,0,1,0,Fibre,In Contract,69.76,3,1,0,0,0,2,1,-0.35,1
CUST009550,29,Suburban,Standard Paper,No,22,Cash,1,0,1,Fibre,Out of Contract,40.07,7,1,0,0,1,2,0,-18.46,0
CUST009551,64,Suburban,Paperless,No,165,Card,1,1,1,Copper,Out of Contract,59.32,2,1,1,1,0,3,0,-28.08,0
CUST009552,84,Urban,Paperless,No,203,Direct Debit,1,0,1,Fibre,Month to Month,104.87,4,1,1,1,0,6,0,-8.48,0
CUST009553,82,Rural,Large Font,No,126,Cheque,1,0,1,Fibre,Out of Contract,29.13,3,0,2,1,0,2,0,20.68,0
CUST009554,44,Suburban,Large Font,No,12,Direct Debit,0,0,1,Fibre,Month to Month,57.96,4,0,1,0,0,2,0,13.26,1
CUST009555,65,Urban,Paperless,No,149,Cheque,1,1,1,Fibre,Month to Month,72.59,3,2,0,0,1,5,0,1.85,0
CUST009556,79,Rural,Paperless,Yes,143,Cheque,1,0,1,Fibre,Month to Month,31.99,2,1,2,2,0,4,0,-8.82,0
CUST009557,61,Suburban,Standard Paper,No,12,Direct Debit,1,1,0,Copper,Out of Contract,47.68,0,1,1,1,0,3,1,-33.57,1
CUST009558,36,Suburban,Paperless,No,86,Direct Debit,1,1,1,Fibre Plus,In Contract,58.13,4,2,1,3,0,3,0,20.36,2
CUST009559,76,Rural,Standard Paper,No,103,Direct Debit,0,0,0,Fibre,Out of Contract,31.87,2,1,0,0,0,2,0,-22.62,0
CUST009560,25,Urban,Standard Paper,No,56,Card,1,0,1,Fibre,In Contract,94.68,4,2,2,0,0,5,0,4.99,0
CUST009561,72,Urban,Standard Paper,No,227,Direct Debit,1,0,1,Copper,Month to Month,52.14,3,1,0,0,0,4,0,-20.02,0
CUST009562,64,Urban,Paperless,No,106,Card,1,1,0,Fibre,In Contract,31.98,2,3,1,0,0,4,0,33.95,0
CUST009563,19,Rural,Paperless,No,144,Direct Debit,1,0,1,Copper,Out of Contract,25.77,0,1,0,1,0,1,0,10.28,0
CUST009564,56,Urban,Paperless,No,33,Direct Debit,0,1,1,Fibre,Out of Contract,39.76,3,0,1,1,0,2,1,-32.62,0
CUST009565,62,Urban,Standard Paper,No,117,Cheque,1,1,0,Copper,Out of Contract,38.99,1,0,2,1,0,3,0,41.58,0
CUST009566,49,Urban,Standard Paper,No,171,Cheque,1,1,0,Fibre,In Contract,55.61,5,1,1,1,0,5,0,26.2,0
CUST009567,82,Urban,Paperless,No,49,Direct Debit,1,1,1,Fibre,Month to Month,25.13,4,0,0,1,0,3,0,8.46,2
CUST009568,55,Suburban,Paperless,No,78,Direct Debit,1,1,1,Fibre,Out of Contract,33.12,1,0,2,1,0,3,1,-16.1,0
CUST009569,28,Rural,Paperless,No,18,Direct Debit,1,0,0,Copper,In Contract,97.15,3,1,2,0,1,4,1,-25.36,0
CUST009570,27,Urban,Paperless,No,236,Cash,0,1,1,Fibre,Month to Month,21.03,2,0,2,0,0,2,0,-8.02,0
CUST009571,76,Urban,Standard Paper,No,144,Cheque,0,0,0,Copper,Out of Contract,33.63,1,0,1,2,0,1,0,-18.62,0
CUST009572,72,Suburban,Standard Paper,No,168,Direct Debit,0,1,0,Fibre,In Contract,24.75,5,1,0,0,0,6,1,-14.08,0
CUST009573,37,Urban,Standard Paper,No,195,Direct Debit,1,1,0,Fibre Plus,In Contract,50.59,5,1,3,1,1,5,0,5.58,0
CUST009574,34,Rural,Paperless,No,107,Direct Debit,1,0,1,Copper,In Contract,64.83,5,1,0,0,0,3,0,7.69,0
CUST009575,22,Suburban,Paperless,Yes,190,Direct Debit,1,1,0,Fibre,Out of Contract,269.67,1,1,2,0,1,2,0,-9.13,0
CUST009576,77,Urban,Paperless,Yes,90,Direct Debit,1,0,1,Fibre,In Contract,73.79,2,1,2,1,0,3,0,15.56,0
CUST009577,40,Rural,Standard Paper,No,79,Card,0,1,0,Copper,Month to Month,24.66,4,2,1,0,0,2,0,10.08,1
CUST009578,63,Urban,Standard Paper,No,100,Cheque,1,1,1,Fibre,In Contract,59.86,1,1,1,1,0,5,0,16.82,0
CUST009579,69,Urban,Large Font,No,155,Direct Debit,1,1,1,Fibre,In Contract,42.81,2,0,2,0,1,2,0,28.57,0
CUST009580,27,Urban,Paperless,No,118,Direct Debit,1,0,1,Fibre,Out of Contract,35.72,3,0,1,0,1,2,0,3.52,0
CUST009581,63,Rural,Large Font,No,120,Direct Debit,1,1,1,Copper,Month to Month,45.23,1,3,0,0,1,2,0,-45.18,0
CUST009582,45,Suburban,Standard Paper,Yes,127,Direct Debit,1,0,1,Copper,Month to Month,69.92,1,1,0,1,2,2,0,15.74,0
CUST009583,60,Urban,Paperless,No,81,Cheque,1,1,1,Fibre Plus,In Contract,67.87,2,1,1,1,2,5,0,11.08,0
CUST009584,43,Rural,Paperless,No,142,Direct Debit,0,0,0,Fibre Plus,In Contract,22.77,0,0,1,0,2,0,0,-3.65,0
CUST009585,72,Suburban,Paperless,No,194,Direct Debit,1,0,1,Copper,Month to Month,45.69,0,0,1,0,0,2,0,11.71,0
CUST009586,65,Urban,Standard Paper,No,155,Direct Debit,1,1,1,Fibre,In Contract,27.17,1,1,1,0,0,2,0,39.96,0
CUST009587,46,Suburban,Paperless,No,54,Direct Debit,1,1,0,Copper,In Contract,48.48,2,1,2,0,0,3,0,16.2,2
CUST009588,44,Suburban,Paperless,No,239,Direct Debit,1,0,1,Fibre,Out of Contract,35.88,5,0,0,0,1,8,0,-37.43,0
CUST009589,35,Suburban,Paperless,No,88,Cheque,0,0,1,Copper,In Contract,67.35,5,0,2,1,0,5,0,-16.17,1
CUST009590,77,Urban,Paperless,No,188,Cash,1,0,1,Fibre,In Contract,38.98,0,2,2,0,0,2,1,-51.64,2
CUST009591,38,Urban,Standard Paper,No,168,Direct Debit,1,1,1,Fibre,Out of Contract,31.51,2,1,0,0,1,0,0,23.99,0
CUST009592,41,Suburban,Standard Paper,No,173,Direct Debit,1,1,0,Copper,Out of Contract,46.07,7,1,0,1,0,4,0,-22.66,-1
CUST009593,20,Rural,Paperless,No,99,Direct Debit,1,0,0,Fibre,Month to Month,44.27,4,1,0,0,0,6,0,-10.08,1
CUST009594,79,Suburban,Paperless,No,68,Cheque,1,0,1,Fibre Plus,Out of Contract,41.3,6,0,1,0,0,7,0,1.09,0
CUST009595,19,Rural,Large Font,Yes,218,Cheque,1,0,0,Copper,Out of Contract,35.76,3,0,1,1,1,4,0,3.42,0
CUST009596,83,Suburban,Standard Paper,No,228,Cash,1,1,0,Fibre,In Contract,13.05,4,0,0,0,0,4,0,4.43,0
CUST009597,59,Rural,Paperless,Yes,196,Direct Debit,1,1,1,Copper,In Contract,118.15,2,1,1,2,0,3,0,-0.08,-1
CUST009598,51,Urban,Standard Paper,No,191,Direct Debit,1,1,0,Copper,In Contract,22.84,3,1,3,0,0,2,0,-13.5,0
CUST009599,59,Urban,Paperless,No,226,Cheque,1,1,1,Fibre,In Contract,50.43,2,1,0,1,0,2,0,16.99,0
CUST009600,37,Suburban,Paperless,No,205,Cash,0,1,1,Fibre Plus,Month to Month,53.98,2,0,1,0,0,1,0,-20.03,0
CUST009601,62,Urban,Paperless,No,168,Direct Debit,1,1,1,Copper,In Contract,132.83,2,2,0,0,0,3,0,-11.17,0
CUST009602,59,Suburban,Large Font,Yes,41,Direct Debit,1,0,1,Fibre Plus,Out of Contract,142.09,1,0,2,1,1,4,0,6.59,0
CUST009603,64,Rural,Paperless,No,189,Direct Debit,1,1,0,Copper,Month to Month,54.8,3,0,1,0,0,4,1,-1.49,0
CUST009604,22,Urban,Paperless,No,193,Cash,0,1,1,Fibre Plus,In Contract,26.78,0,1,2,0,0,2,0,33.55,2
CUST009605,66,Rural,Large Font,No,1,Cheque,1,0,1,Copper,Month to Month,27.2,3,0,3,1,0,3,0,37.52,0
CUST009606,54,Suburban,Standard Paper,No,9,Direct Debit,1,1,0,Copper,Month to Month,32.75,2,1,0,2,0,2,1,3.23,0
CUST009607,51,Suburban,Paperless,No,75,Direct Debit,1,1,0,Fibre Plus,Out of Contract,44.06,3,1,1,1,0,2,0,-5.14,0
CUST009608,35,Suburban,Paperless,No,80,Direct Debit,1,1,0,Copper,Out of Contract,35.43,2,1,0,0,0,3,0,9.82,0
CUST009609,36,Urban,Standard Paper,No,93,Direct Debit,1,1,1,Copper,In Contract,27.53,1,0,1,0,0,2,0,27.63,0
CUST009610,57,Urban,Standard Paper,No,228,Card,1,1,1,Fibre Plus,Month to Month,46.73,3,1,1,1,1,2,0,-12.33,0
CUST009611,34,Suburban,Paperless,No,143,Direct Debit,1,1,1,Fibre Plus,Out of Contract,29.34,3,0,1,0,0,3,0,-21.06,0
CUST009612,77,Rural,Standard Paper,No,59,Direct Debit,1,0,1,Fibre,Out of Contract,89.26,1,1,3,3,0,5,0,9.26,0
CUST009613,59,Suburban,Paperless,Yes,231,Direct Debit,1,1,1,Fibre Plus,Out of Contract,29.46,3,0,0,1,0,2,1,-12.28,0
CUST009614,82,Urban,Standard Paper,No,194,Cash,1,1,1,Copper,Out of Contract,31.75,4,2,2,0,0,2,0,30.2,0
CUST009615,70,Urban,Paperless,No,10,Direct Debit,1,0,1,Fibre,In Contract,47.28,1,0,0,2,0,2,0,-12.0,0
CUST009616,24,Rural,Standard Paper,No,177,Direct Debit,1,1,0,Fibre,Out of Contract,23.26,4,0,0,0,1,1,0,2.06,0
CUST009617,22,Suburban,Paperless,No,139,Direct Debit,1,1,0,Fibre Plus,In Contract,37.13,3,0,1,0,1,3,0,12.82,0
CUST009618,41,Rural,Paperless,No,30,Cash,1,1,1,Fibre Plus,Out of Contract,21.08,2,2,0,0,0,5,0,-4.66,0
CUST009619,45,Suburban,Paperless,No,23,Direct Debit,1,0,0,Copper,Out of Contract,43.39,1,1,1,1,1,3,0,-36.66,0
CUST009620,79,Suburban,Paperless,No,22,Cheque,1,1,1,Fibre,In Contract,29.55,2,0,0,0,0,1,0,29.99,0
CUST009621,34,Suburban,Paperless,No,179,Direct Debit,1,0,0,Fibre,In Contract,34.91,3,0,1,1,1,1,0,0.05,0
CUST009622,37,Urban,Paperless,Yes,42,Direct Debit,1,1,1,Fibre Plus,Out of Contract,47.92,2,2,2,1,0,4,0,26.54,0
CUST009623,20,Suburban,Paperless,Yes,228,Direct Debit,0,0,0,Copper,In Contract,36.58,4,0,4,0,1,4,1,-40.4,-1
CUST009624,54,Suburban,Large Font,No,29,Direct Debit,1,1,1,Copper,In Contract,64.51,3,0,1,0,1,1,0,-10.01,0
CUST009625,32,Suburban,Paperless,Yes,173,Card,1,0,1,Copper,In Contract,27.26,3,1,0,0,0,3,0,9.82,0
CUST009626,68,Rural,Paperless,No,224,Direct Debit,1,0,1,Fibre,In Contract,35.29,5,2,1,1,0,4,0,16.43,1
CUST009627,65,Urban,Paperless,No,161,Card,1,1,0,Copper,In Contract,38.0,2,0,1,0,0,0,0,-13.47,0
CUST009628,25,Suburban,Paperless,Yes,167,Direct Debit,1,1,0,Copper,In Contract,66.95,3,0,0,1,0,3,0,-5.81,0
CUST009629,30,Urban,Large Font,No,201,Direct Debit,1,1,1,Fibre,Out of Contract,75.78,2,0,1,2,0,5,0,34.78,0
CUST009630,65,Urban,Paperless,No,65,Card,1,0,1,Fibre,In Contract,27.49,2,0,2,0,0,3,0,7.5,0
CUST009631,20,Suburban,Standard Paper,No,210,Cheque,1,1,1,Fibre,In Contract,36.53,0,1,1,1,1,1,0,12.03,1
CUST009632,82,Urban,Paperless,Yes,178,Cheque,1,0,1,Fibre,Out of Contract,16.99,1,2,2,1,1,3,1,-19.82,0
CUST009633,48,Suburban,Large Font,No,112,Card,1,1,1,Fibre,Out of Contract,44.68,2,0,1,0,0,5,0,21.62,0
CUST009634,43,Urban,Paperless,No,86,Card,1,0,0,Copper,In Contract,45.72,2,2,1,1,0,6,0,-9.87,0
CUST009635,73,Urban,Paperless,No,48,Direct Debit,1,0,0,Copper,Month to Month,90.76,5,0,3,0,0,1,0,3.42,2
CUST009636,51,Urban,Paperless,No,37,Direct Debit,0,1,1,Fibre,In Contract,40.96,2,0,1,0,1,2,0,-7.26,0
CUST009637,26,Urban,Standard Paper,No,206,Direct Debit,1,0,1,Fibre,In Contract,42.07,3,0,1,0,0,1,0,2.45,0
CUST009638,79,Rural,Standard Paper,No,86,Cash,1,1,0,Copper,Month to Month,35.76,5,1,3,0,0,5,0,12.09,-2
CUST009639,30,Suburban,Paperless,No,161,Direct Debit,1,0,0,Copper,Out of Contract,58.23,6,1,1,1,0,4,0,-5.07,0
CUST009640,58,Rural,Paperless,No,134,Direct Debit,1,1,1,Copper,Out of Contract,50.83,2,0,5,0,0,3,0,-17.05,0
CUST009641,18,Urban,Paperless,No,91,Cash,1,0,1,Fibre,Month to Month,55.43,1,0,2,0,1,4,0,0.46,0
CUST009642,64,Suburban,Paperless,No,70,Cheque,1,1,1,Fibre Plus,Out of Contract,130.41,4,0,0,0,0,2,0,1.32,2
CUST009643,21,Suburban,Standard Paper,No,55,Direct Debit,1,0,1,Fibre,Month to Month,21.24,1,3,3,2,0,2,0,7.99,0
CUST009644,80,Urban,Standard Paper,No,172,Direct Debit,1,0,1,Fibre,In Contract,11.38,1,1,0,0,0,2,0,4.95,1
CUST009645,69,Suburban,Paperless,Yes,50,Direct Debit,0,0,1,Copper,Out of Contract,63.83,0,0,0,0,1,0,0,-11.45,-1
CUST009646,27,Suburban,Paperless,No,54,Direct Debit,0,1,1,Fibre Plus,Out of Contract,43.67,2,0,1,1,0,3,0,18.93,1
CUST009647,45,Suburban,Paperless,No,191,Direct Debit,1,0,0,Fibre Plus,In Contract,33.56,2,1,1,0,1,3,0,1.61,0
CUST009648,23,Suburban,Large Font,No,105,Direct Debit,1,0,1,Copper,Month to Month,74.16,1,0,0,1,0,1,1,-17.39,0
CUST009649,44,Urban,Standard Paper,No,16,Cash,0,1,0,Fibre,Month to Month,48.67,4,3,1,0,0,4,0,8.61,-2
CUST009650,29,Urban,Paperless,No,128,Card,1,0,0,Fibre,Month to Month,36.48,8,1,3,0,0,7,1,-10.6,0
CUST009651,79,Suburban,Paperless,Yes,47,Card,1,0,1,Fibre,In Contract,69.87,3,0,1,0,0,3,0,0.07,0
CUST009652,69,Rural,Standard Paper,No,185,Direct Debit,0,1,0,Fibre,In Contract,65.09,2,1,3,2,1,1,0,-5.0,0
CUST009653,65,Urban,Large Font,No,130,Cash,1,0,0,Copper,In Contract,61.9,2,0,0,0,1,0,0,-3.81,0
CUST009654,84,Urban,Paperless,No,165,Cheque,1,1,1,Fibre,Month to Month,23.66,1,1,1,0,0,1,0,20.89,0
CUST009655,63,Suburban,Large Font,No,93,Cash,1,0,0,Copper,Out of Contract,29.63,1,2,1,1,0,1,0,-15.01,0
CUST009656,32,Suburban,Paperless,No,23,Cash,1,0,1,Fibre,In Contract,51.79,1,1,0,0,0,1,0,-1.02,0
CUST009657,53,Suburban,Large Font,No,213,Card,1,1,1,Fibre Plus,Month to Month,56.61,1,2,2,0,2,6,0,-6.66,1
CUST009658,31,Urban,Paperless,No,141,Direct Debit,1,1,1,Fibre,Out of Contract,90.21,3,0,0,1,1,1,0,-8.35,0
CUST009659,20,Suburban,Standard Paper,No,115,Cheque,1,0,1,Fibre,Out of Contract,33.53,6,2,0,1,0,6,0,-31.17,0
CUST009660,84,Suburban,Paperless,No,65,Cheque,1,1,1,Copper,Out of Contract,44.63,1,1,1,3,1,3,0,-5.78,-1
CUST009661,36,Suburban,Paperless,No,221,Direct Debit,1,1,1,Fibre,Out of Contract,80.28,3,0,1,0,1,1,0,6.28,2
CUST009662,71,Suburban,Standard Paper,No,48,Direct Debit,1,1,1,Fibre,In Contract,41.7,1,1,2,1,2,1,0,-0.76,0
CUST009663,27,Suburban,Paperless,No,7,Direct Debit,1,0,1,Fibre,Month to Month,48.56,3,1,0,1,0,3,0,4.56,0
CUST009664,50,Rural,Standard Paper,No,159,Card,0,1,0,Fibre Plus,Month to Month,43.73,2,1,0,1,0,3,0,6.66,0
CUST009665,30,Suburban,Paperless,No,191,Cash,0,1,1,Fibre Plus,In Contract,59.44,3,1,2,0,0,4,1,-18.88,0
CUST009666,68,Suburban,Paperless,No,173,Direct Debit,1,0,0,Fibre,In Contract,57.54,3,0,1,0,0,3,0,-2.59,0
CUST009667,49,Urban,Large Font,No,56,Direct Debit,1,0,0,Fibre Plus,Month to Month,20.02,2,1,1,1,0,1,1,2.84,-1
CUST009668,41,Urban,Large Font,No,192,Direct Debit,1,1,1,Copper,Month to Month,61.75,3,1,4,0,0,8,0,8.46,0
CUST009669,52,Rural,Standard Paper,No,22,Cheque,1,0,1,Copper,Out of Contract,103.39,0,0,0,0,0,0,0,20.69,0
CUST009670,57,Suburban,Paperless,No,63,Direct Debit,1,0,1,Fibre,In Contract,22.34,3,0,1,0,0,5,1,-19.83,0
CUST009671,71,Suburban,Paperless,No,80,Direct Debit,1,0,1,Fibre,In Contract,52.98,2,2,1,1,0,5,0,-9.22,0
CUST009672,61,Suburban,Paperless,No,28,Cash,1,1,0,Copper,Out of Contract,59.67,1,0,2,0,1,1,0,2.68,0
CUST009673,79,Urban,Paperless,No,172,Direct Debit,1,1,1,Copper,Out of Contract,23.1,3,0,3,1,1,3,0,23.59,0
CUST009674,50,Rural,Standard Paper,No,103,Direct Debit,1,1,1,Fibre,Out of Contract,30.53,2,0,1,1,2,2,0,30.8,0
CUST009675,73,Suburban,Standard Paper,No,217,Direct Debit,0,1,1,Fibre Plus,In Contract,31.79,3,1,1,3,0,4,0,16.72,0
CUST009676,53,Suburban,Paperless,No,142,Direct Debit,1,1,1,Fibre,In Contract,49.83,2,1,2,1,0,2,0,17.82,1
CUST009677,71,Urban,Large Font,No,85,Cheque,1,0,1,Fibre Plus,Out of Contract,22.6,3,2,2,1,0,3,1,-31.71,2
CUST009678,36,Suburban,Paperless,No,147,Direct Debit,1,1,1,Fibre,In Contract,31.72,3,1,3,0,0,3,1,-9.61,0
CUST009679,60,Urban,Paperless,No,188,Direct Debit,0,1,1,Copper,Month to Month,53.61,3,0,0,1,0,1,0,-15.4,0
CUST009680,29,Suburban,Paperless,No,77,Direct Debit,0,0,1,Copper,In Contract,68.76,2,1,2,0,0,2,0,2.41,1
CUST009681,28,Suburban,Paperless,No,2,Direct Debit,1,1,1,Fibre,In Contract,45.4,3,2,3,0,0,5,0,13.1,0
CUST009682,29,Urban,Standard Paper,Yes,51,Direct Debit,1,1,1,Fibre,In Contract,26.43,2,0,0,1,0,3,0,13.65,0
CUST009683,58,Suburban,Paperless,No,228,Direct Debit,1,1,1,Fibre,In Contract,38.99,2,3,0,0,1,5,0,-3.28,0
CUST009684,42,Urban,Paperless,No,78,Direct Debit,1,0,1,Fibre,In Contract,49.47,3,0,1,2,0,2,0,19.46,0
CUST009685,20,Rural,Paperless,No,162,Direct Debit,1,1,1,Fibre,Out of Contract,95.69,1,0,0,0,1,2,0,22.51,0
CUST009686,20,Suburban,Standard Paper,Yes,82,Direct Debit,1,0,0,Fibre Plus,Month to Month,55.28,1,0,0,0,0,5,0,2.92,0
CUST009687,45,Urban,Paperless,No,216,Cash,0,0,1,Fibre,Month to Month,126.85,2,0,1,2,0,3,0,-22.62,0
CUST009688,40,Urban,Paperless,No,222,Direct Debit,0,1,1,Copper,Out of Contract,67.61,5,1,0,0,0,3,0,16.48,2
CUST009689,65,Rural,Paperless,No,51,Direct Debit,1,1,1,Fibre,Out of Contract,82.06,3,0,1,0,0,0,1,6.73,0
CUST009690,84,Suburban,Paperless,No,147,Direct Debit,1,1,1,Fibre,Out of Contract,32.28,0,1,1,0,0,0,1,-21.22,0
CUST009691,59,Urban,Paperless,No,164,Direct Debit,1,1,1,Copper,In Contract,65.4,3,0,1,1,0,2,0,0.62,0
CUST009692,57,Urban,Standard Paper,No,213,Direct Debit,1,1,1,Fibre,Out of Contract,48.9,1,0,1,0,0,1,0,4.08,0
CUST009693,23,Urban,Standard Paper,No,211,Direct Debit,0,1,0,Fibre,In Contract,152.11,1,5,2,0,2,2,0,-17.07,0
CUST009694,37,Rural,Paperless,No,118,Direct Debit,1,1,1,Fibre,In Contract,37.58,3,0,2,0,0,2,0,35.25,1
CUST009695,28,Suburban,Standard Paper,No,154,Direct Debit,1,1,1,Fibre,In Contract,108.89,1,1,2,0,0,2,0,25.09,0
CUST009696,44,Urban,Paperless,No,163,Direct Debit,0,0,0,Fibre,Month to Month,105.51,2,1,1,0,1,2,0,-12.25,0
CUST009697,38,Urban,Standard Paper,No,63,Direct Debit,1,0,1,Fibre,In Contract,33.55,3,2,0,0,0,2,0,-17.65,0
CUST009698,30,Urban,Paperless,No,104,Direct Debit,1,1,1,Fibre,Out of Contract,52.23,2,1,2,0,0,3,0,-11.76,0
CUST009699,52,Rural,Paperless,No,132,Direct Debit,0,0,1,Fibre,In Contract,21.84,3,2,1,1,0,7,0,25.78,-1
CUST009700,64,Suburban,Large Font,No,85,Card,1,1,1,Fibre,Out of Contract,110.65,2,0,0,0,0,0,0,27.95,0
CUST009701,45,Suburban,Paperless,No,3,Direct Debit,1,0,1,Fibre,Out of Contract,15.28,7,0,0,0,0,3,0,1.96,0
CUST009702,38,Suburban,Paperless,No,5,Card,1,1,0,Copper,In Contract,19.96,3,4,0,1,0,5,0,-5.34,0
CUST009703,35,Rural,Paperless,Yes,235,Card,1,1,1,Fibre,Out of Contract,41.38,1,1,1,0,1,3,0,21.57,0
CUST009704,48,Rural,Paperless,No,157,Direct Debit,1,1,1,Copper,Out of Contract,27.93,6,2,2,2,1,3,0,-1.29,0
CUST009705,77,Urban,Paperless,No,119,Cheque,0,0,1,Fibre,Out of Contract,27.14,3,1,1,0,1,2,0,-3.93,-1
CUST009706,54,Rural,Standard Paper,No,19,Card,1,1,1,Fibre Plus,Out of Contract,37.7,3,2,4,0,0,2,0,12.58,1
CUST009707,38,Rural,Large Font,No,115,Direct Debit,1,0,1,Fibre,In Contract,72.15,2,1,1,0,0,2,0,6.9,0
CUST009708,31,Urban,Paperless,No,145,Direct Debit,0,1,1,Fibre,Out of Contract,73.61,1,0,2,2,0,3,0,-14.66,0
CUST009709,77,Rural,Paperless,No,34,Direct Debit,0,0,0,Fibre,Out of Contract,56.23,3,0,2,1,0,1,0,-0.31,0
CUST009710,40,Suburban,Paperless,No,20,Direct Debit,1,0,1,Fibre,Out of Contract,57.35,4,1,1,1,0,2,0,-14.33,0
CUST009711,46,Suburban,Paperless,No,156,Direct Debit,1,1,1,Fibre,Out of Contract,45.58,2,0,0,0,0,0,0,-17.28,0
CUST009712,64,Urban,Standard Paper,No,73,Card,1,1,1,Fibre Plus,Month to Month,75.07,4,2,0,0,0,2,0,10.03,0
CUST009713,47,Suburban,Paperless,No,195,Direct Debit,1,1,1,Fibre,Month to Month,47.56,5,2,3,0,0,4,0,-8.59,0
CUST009714,55,Urban,Standard Paper,Yes,138,Card,1,1,1,Fibre,In Contract,30.19,3,0,2,0,0,2,0,13.42,-2
CUST009715,44,Rural,Standard Paper,No,149,Direct Debit,1,1,0,Copper,Out of Contract,39.0,3,0,0,1,0,2,0,32.53,0
CUST009716,32,Rural,Paperless,No,233,Cheque,1,0,1,Copper,In Contract,50.43,2,0,0,0,0,0,0,20.06,0
CUST009717,76,Suburban,Paperless,No,116,Direct Debit,1,1,1,Fibre Plus,In Contract,68.62,3,0,3,0,0,4,0,12.76,-1
CUST009718,20,Suburban,Large Font,No,4,Direct Debit,1,0,1,Fibre,Month to Month,52.69,2,0,4,0,0,2,0,21.71,-1
CUST009719,27,Suburban,Standard Paper,No,22,Card,1,0,1,Fibre,Out of Contract,24.2,4,1,4,0,0,5,0,-7.38,0
CUST009720,34,Urban,Paperless,No,71,Direct Debit,1,1,1,Fibre Plus,Out of Contract,68.18,2,0,0,1,1,1,0,1.39,0
CUST009721,28,Suburban,Paperless,No,190,Direct Debit,1,0,1,Fibre Plus,Out of Contract,37.2,1,1,1,2,0,2,0,6.13,2
CUST009722,65,Suburban,Paperless,No,12,Card,1,1,1,Copper,Month to Month,58.1,2,0,2,1,1,2,0,9.19,0
CUST009723,22,Urban,Standard Paper,No,139,Direct Debit,1,0,0,Fibre,In Contract,20.34,6,1,1,1,1,4,0,17.02,-1
CUST009724,81,Urban,Paperless,No,150,Direct Debit,1,0,1,Fibre,In Contract,59.69,4,1,1,0,0,4,0,8.04,1
CUST009725,31,Suburban,Large Font,No,157,Direct Debit,1,1,1,Fibre,Month to Month,72.61,2,0,1,0,0,4,0,8.03,0
CUST009726,67,Urban,Paperless,Yes,189,Direct Debit,1,1,1,Copper,Month to Month,34.62,1,1,3,0,1,4,0,-1.05,-2
CUST009727,43,Rural,Standard Paper,No,61,Direct Debit,1,1,0,Fibre,In Contract,54.68,3,1,3,0,0,6,0,5.16,2
CUST009728,24,Urban,Paperless,No,27,Direct Debit,1,0,1,Fibre,Out of Contract,49.38,4,2,4,0,0,4,0,12.55,1
CUST009729,33,Urban,Standard Paper,No,175,Cheque,1,0,0,Copper,In Contract,31.39,1,0,2,0,2,0,0,-17.17,0
CUST009730,72,Suburban,Standard Paper,No,84,Direct Debit,1,0,0,Fibre,In Contract,71.99,7,2,1,1,1,6,0,4.02,0
CUST009731,73,Suburban,Paperless,Yes,142,Direct Debit,1,0,1,Copper,In Contract,40.21,4,0,1,1,1,0,0,9.62,0
CUST009732,21,Suburban,Paperless,No,7,Cheque,1,0,1,Fibre,Out of Contract,36.77,3,1,2,1,0,2,0,-3.35,0
CUST009733,65,Suburban,Large Font,No,143,Cheque,1,1,0,Fibre,Out of Contract,60.32,1,2,2,0,1,2,0,-16.36,2
